Team Statistics:
Team,Median of Age,Mean of Age,Std of Age,Median of MP,Mean of MP,Std of MP,Median of Starts,Mean of Starts,Std of Starts,Median of Minutes,Mean of Minutes,Std of Minutes,Median of Goals,Mean of Goals,Std of Goals,Median of Assists,Mean of Assists,Std of Assists,Median of Yellow Cards,Mean of Yellow Cards,Std of Yellow Cards,Median of Red Cards,Mean of Red Cards,Std of Red Cards,Median of xG,Mean of xG,Std of xG,Median of xAG,Mean of xAG,Std of xAG,Median of PrgC,Mean of PrgC,Std of PrgC,Median of PrgP,Mean of PrgP,Std of PrgP,Median of PrgR,Mean of PrgR,Std of PrgR,Median of Gls/90,Mean of Gls/90,Std of Gls/90,Median of Ast/90,Mean of Ast/90,Std of Ast/90,Median of xG/90,Mean of xG/90,Std of xG/90,Median of xGA/90,Mean of xGA/90,Std of xGA/90,Median of SoT/90,Mean of SoT/90,Std of SoT/90,Median of Cmp,Mean of Cmp,Std of Cmp,Median of Cmp%,Mean of Cmp%,Std of Cmp%,Median of TotDist,Mean of TotDist,Std of TotDist,Median of Short%,Mean of Short%,Std of Short%,Median of Med%,Mean of Med%,Std of Med%,Median of KP,Mean of KP,Std of KP,Median of Passes 1/3,Mean of Passes 1/3,Std of Passes 1/3,Median of PPA,Mean of PPA,Std of PPA,Median of CrsPA,Mean of CrsPA,Std of CrsPA,Median of PrgoP,Mean of PrgoP,Std of PrgoP,Median of SCA,Mean of SCA,Std of SCA,Median of SCA90,Mean of SCA90,Std of SCA90,Median of GCA,Mean of GCA,Std of GCA,Median of GCA90,Mean of GCA90,Std of GCA90,Median of Tkl,Mean of Tkl,Std of Tkl,Median of TklW,Mean of TklW,Std of TklW,Median of Att,Mean of Att,Std of Att,Median of Lost,Mean of Lost,Std of Lost,Median of Blocks,Mean of Blocks,Std of Blocks,Median of Sh,Mean of Sh,Std of Sh,Median of Pass,Mean of Pass,Std of Pass,Median of Int,Mean of Int,Std of Int,Median of Touches,Mean of Touches,Std of Touches,Median of Def Pen,Mean of Def Pen,Std of Def Pen,Median of Def 3rd,Mean of Def 3rd,Std of Def 3rd,Median of Mid 3rd,Mean of Mid 3rd,Std of Mid 3rd,Median of Att 3rd,Mean of Att 3rd,Std of Att 3rd,Median of Att Pen,Mean of Att Pen,Std of Att Pen,Median of TO Att,Mean of TO Att,Std of TO Att,Median of Carries,Mean of Carries,Std of Carries,Median of ProDist,Mean of ProDist,Std of ProDist,Median of ProgC,Mean of ProgC,Std of ProgC,Median of Carries 1/3,Mean of Carries 1/3,Std of Carries 1/3,Median of CPA,Mean of CPA,Std of CPA,Median of Mis,Mean of Mis,Std of Mis,Median of Dis,Mean of Dis,Std of Dis,Median of Rec,Mean of Rec,Std of Rec,Median of ProgR,Mean of ProgR,Std of ProgR,Median of Fls,Mean of Fls,Std of Fls,Median of Fld,Mean of Fld,Std of Fld,Median of Off,Mean of Off,Std of Off,Median of Crs,Mean of Crs,Std of Crs,Median of Recov,Mean of Recov,Std of Recov,Median of Won,Mean of Won,Std of Won,Median of Aerial Lost,Mean of Aerial Lost,Std of Aerial Lost 
Jaden Philogene Bidace,23.24,23.24,0.0,10.0,10.0,0.0,5.0,5.0,0.0,474.0,474.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.2,0.2,0.0,13.0,13.0,0.0,10.0,10.0,0.0,36.0,36.0,0.0,0.38,0.38,0.0,0.0,0.0,0.0,0.37,0.37,0.0,0.05,0.05,0.0,0.95,0.95,0.0,95.0,95.0,0.0,72.5,72.5,0.0,414.0,414.0,0.0,84.4,84.4,0.0,73.2,73.2,0.0,5.0,5.0,0.0,7.0,7.0,0.0,4.0,4.0,0.0,3.0,3.0,0.0,10.0,10.0,0.0,9.0,9.0,0.0,1.71,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,7.0,7.0,0.0,15.0,15.0,0.0,7.0,7.0,0.0,11.0,11.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,220.0,220.0,0.0,10.0,10.0,0.0,53.0,53.0,0.0,68.0,68.0,0.0,101.0,101.0,0.0,18.0,18.0,0.0,18.0,18.0,0.0,127.0,127.0,0.0,305.0,305.0,0.0,13.0,13.0,0.0,3.0,3.0,0.0,5.0,5.0,0.0,11.0,11.0,0.0,10.0,10.0,0.0,133.0,133.0,0.0,36.0,36.0,0.0,8.0,8.0,0.0,10.0,10.0,0.0,1.0,1.0,0.0,13.0,13.0,0.0,23.0,23.0,0.0,5.0,5.0,0.0,3.0,3.0,0.0
Jadon Sancho,25.12,25.12,0.0,29.0,29.0,0.0,18.0,18.0,0.0,1687.0,1687.0,0.0,3.0,3.0,0.0,4.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.2,2.2,0.0,3.6,3.6,0.0,98.0,98.0,0.0,87.0,87.0,0.0,218.0,218.0,0.0,0.16,0.16,0.0,0.21,0.21,0.0,0.12,0.12,0.0,0.19,0.19,0.0,0.43,0.43,0.0,631.0,631.0,0.0,82.5,82.5,0.0,2010.0,2010.0,0.0,89.1,89.1,0.0,84.2,84.2,0.0,36.0,36.0,0.0,26.0,26.0,0.0,47.0,47.0,0.0,0.0,0.0,0.0,87.0,87.0,0.0,67.0,67.0,0.0,3.57,3.57,0.0,10.0,10.0,0.0,0.53,0.53,0.0,10.0,10.0,0.0,6.0,6.0,0.0,12.0,12.0,0.0,7.0,7.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,2.0,2.0,0.0,926.0,926.0,0.0,11.0,11.0,0.0,115.0,115.0,0.0,269.0,269.0,0.0,552.0,552.0,0.0,119.0,119.0,0.0,95.0,95.0,0.0,626.0,626.0,0.0,2374.0,2374.0,0.0,98.0,98.0,0.0,33.0,33.0,0.0,56.0,56.0,0.0,29.0,29.0,0.0,21.0,21.0,0.0,726.0,726.0,0.0,218.0,218.0,0.0,6.0,6.0,0.0,11.0,11.0,0.0,6.0,6.0,0.0,23.0,23.0,0.0,97.0,97.0,0.0,5.0,5.0,0.0,10.0,10.0,0.0
Jahmai Simpson-Pusey,19.5,19.5,0.0,2.0,2.0,0.0,1.0,1.0,0.0,96.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,107.0,0.0,93.0,93.0,0.0,549.0,549.0,0.0,95.9,95.9,0.0,96.6,96.6,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,123.0,0.0,9.0,9.0,0.0,61.0,61.0,0.0,59.0,59.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,79.0,79.0,0.0,190.0,190.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,101.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0
Jake O'Brien,23.98,23.98,0.0,18.0,18.0,0.0,15.0,15.0,0.0,1391.0,1391.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.6,0.6,0.0,7.0,7.0,0.0,43.0,43.0,0.0,24.0,24.0,0.0,0.13,0.13,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.04,0.04,0.0,0.19,0.19,0.0,509.0,509.0,0.0,78.3,78.3,0.0,3587.0,3587.0,0.0,88.7,88.7,0.0,80.1,80.1,0.0,6.0,6.0,0.0,41.0,41.0,0.0,8.0,8.0,0.0,5.0,5.0,0.0,43.0,43.0,0.0,16.0,16.0,0.0,1.04,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,0.0,16.0,16.0,0.0,24.0,24.0,0.0,8.0,8.0,0.0,16.0,16.0,0.0,4.0,4.0,0.0,12.0,12.0,0.0,4.0,4.0,0.0,805.0,805.0,0.0,69.0,69.0,0.0,321.0,321.0,0.0,352.0,352.0,0.0,135.0,135.0,0.0,18.0,18.0,0.0,10.0,10.0,0.0,356.0,356.0,0.0,743.0,743.0,0.0,7.0,7.0,0.0,6.0,6.0,0.0,2.0,2.0,0.0,5.0,5.0,0.0,5.0,5.0,0.0,428.0,428.0,0.0,24.0,24.0,0.0,13.0,13.0,0.0,4.0,4.0,0.0,3.0,3.0,0.0,18.0,18.0,0.0,51.0,51.0,0.0,33.0,33.0,0.0,27.0,27.0,0.0
Jakub Kiwior,25.22,25.22,0.0,14.0,14.0,0.0,7.0,7.0,0.0,852.0,852.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.3,0.3,0.0,5.0,5.0,0.0,36.0,36.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.03,0.03,0.0,0.11,0.11,0.0,532.0,532.0,0.0,90.9,90.9,0.0,2705.0,2705.0,0.0,94.6,94.6,0.0,95.1,95.1,0.0,3.0,3.0,0.0,47.0,47.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,36.0,36.0,0.0,6.0,6.0,0.0,0.63,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,7.0,7.0,0.0,11.0,11.0,0.0,3.0,3.0,0.0,8.0,8.0,0.0,5.0,5.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,657.0,657.0,0.0,66.0,66.0,0.0,213.0,213.0,0.0,391.0,391.0,0.0,53.0,53.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,376.0,376.0,0.0,848.0,848.0,0.0,5.0,5.0,0.0,5.0,5.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,500.0,500.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,19.0,19.0,0.0,8.0,8.0,0.0,7.0,7.0,0.0
Jakub Stolarczyk,24.38,24.38,0.0,7.0,7.0,0.0,7.0,7.0,0.0,630.0,630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,177.0,0.0,68.3,68.3,0.0,3595.0,3595.0,0.0,100.0,100.0,0.0,98.4,98.4,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277.0,277.0,0.0,208.0,208.0,0.0,272.0,272.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,157.0,0.0,430.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,158.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0
James Bree,27.57,27.57,0.0,15.0,15.0,0.0,11.0,11.0,0.0,895.0,895.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.9,0.9,0.0,10.0,10.0,0.0,31.0,31.0,0.0,34.0,34.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.01,0.01,0.0,0.09,0.09,0.0,0.1,0.1,0.0,440.0,440.0,0.0,83.8,83.8,0.0,1910.0,1910.0,0.0,90.9,90.9,0.0,88.4,88.4,0.0,10.0,10.0,0.0,26.0,26.0,0.0,6.0,6.0,0.0,5.0,5.0,0.0,31.0,31.0,0.0,15.0,15.0,0.0,1.51,1.51,0.0,1.0,1.0,0.0,0.1,0.1,0.0,15.0,15.0,0.0,10.0,10.0,0.0,17.0,17.0,0.0,10.0,10.0,0.0,8.0,8.0,0.0,3.0,3.0,0.0,5.0,5.0,0.0,8.0,8.0,0.0,602.0,602.0,0.0,42.0,42.0,0.0,194.0,194.0,0.0,263.0,263.0,0.0,150.0,150.0,0.0,10.0,10.0,0.0,8.0,8.0,0.0,319.0,319.0,0.0,713.0,713.0,0.0,10.0,10.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,4.0,4.0,0.0,389.0,389.0,0.0,34.0,34.0,0.0,2.0,2.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,24.0,24.0,0.0,56.0,56.0,0.0,12.0,12.0,0.0,5.0,5.0,0.0
James Garner,24.15,24.15,0.0,18.0,18.0,0.0,14.0,14.0,0.0,1324.0,1324.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,1.3,1.3,0.0,12.0,12.0,0.0,46.0,46.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.02,0.02,0.0,0.09,0.09,0.0,0.14,0.14,0.0,504.0,504.0,0.0,75.0,75.0,0.0,2757.0,2757.0,0.0,85.2,85.2,0.0,83.5,83.5,0.0,12.0,12.0,0.0,50.0,50.0,0.0,6.0,6.0,0.0,3.0,3.0,0.0,46.0,46.0,0.0,33.0,33.0,0.0,2.24,2.24,0.0,5.0,5.0,0.0,0.34,0.34,0.0,41.0,41.0,0.0,27.0,27.0,0.0,35.0,35.0,0.0,16.0,16.0,0.0,15.0,15.0,0.0,3.0,3.0,0.0,12.0,12.0,0.0,17.0,17.0,0.0,819.0,819.0,0.0,36.0,36.0,0.0,196.0,196.0,0.0,417.0,417.0,0.0,213.0,213.0,0.0,9.0,9.0,0.0,16.0,16.0,0.0,399.0,399.0,0.0,684.0,684.0,0.0,12.0,12.0,0.0,15.0,15.0,0.0,1.0,1.0,0.0,12.0,12.0,0.0,7.0,7.0,0.0,451.0,451.0,0.0,22.0,22.0,0.0,18.0,18.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,52.0,52.0,0.0,64.0,64.0,0.0,10.0,10.0,0.0,8.0,8.0,0.0
James Hill,23.32,23.32,0.0,10.0,10.0,0.0,6.0,6.0,0.0,448.0,448.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.3,0.0,3.0,3.0,0.0,16.0,16.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.06,0.06,0.0,0.05,0.05,0.0,0.0,0.0,0.0,159.0,159.0,0.0,64.9,64.9,0.0,1094.0,1094.0,0.0,76.1,76.1,0.0,77.3,77.3,0.0,3.0,3.0,0.0,20.0,20.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,8.0,8.0,0.0,1.61,1.61,0.0,1.0,1.0,0.0,0.2,0.2,0.0,15.0,15.0,0.0,8.0,8.0,0.0,11.0,11.0,0.0,8.0,8.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,9.0,9.0,0.0,319.0,319.0,0.0,19.0,19.0,0.0,99.0,99.0,0.0,167.0,167.0,0.0,54.0,54.0,0.0,8.0,8.0,0.0,2.0,2.0,0.0,146.0,146.0,0.0,295.0,295.0,0.0,3.0,3.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,179.0,179.0,0.0,8.0,8.0,0.0,7.0,7.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,13.0,13.0,0.0,14.0,14.0,0.0,12.0,12.0,0.0
James Justin,27.2,27.2,0.0,33.0,33.0,0.0,31.0,31.0,0.0,2669.0,2669.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.6,0.6,0.0,39.0,39.0,0.0,87.0,87.0,0.0,92.0,92.0,0.0,0.07,0.07,0.0,0.03,0.03,0.0,0.05,0.05,0.0,0.02,0.02,0.0,0.2,0.2,0.0,1093.0,1093.0,0.0,77.8,77.8,0.0,5236.0,5236.0,0.0,86.8,86.8,0.0,84.3,84.3,0.0,13.0,13.0,0.0,74.0,74.0,0.0,21.0,21.0,0.0,7.0,7.0,0.0,87.0,87.0,0.0,31.0,31.0,0.0,1.05,1.05,0.0,1.0,1.0,0.0,0.03,0.03,0.0,49.0,49.0,0.0,29.0,29.0,0.0,51.0,51.0,0.0,23.0,23.0,0.0,41.0,41.0,0.0,14.0,14.0,0.0,27.0,27.0,0.0,44.0,44.0,0.0,1775.0,1775.0,0.0,134.0,134.0,0.0,616.0,616.0,0.0,804.0,804.0,0.0,365.0,365.0,0.0,37.0,37.0,0.0,30.0,30.0,0.0,797.0,797.0,0.0,1672.0,1672.0,0.0,39.0,39.0,0.0,25.0,25.0,0.0,4.0,4.0,0.0,31.0,31.0,0.0,13.0,13.0,0.0,989.0,989.0,0.0,92.0,92.0,0.0,23.0,23.0,0.0,37.0,37.0,0.0,2.0,2.0,0.0,53.0,53.0,0.0,79.0,79.0,0.0,61.0,61.0,0.0,48.0,48.0,0.0
James Maddison,28.45,28.45,0.0,31.0,31.0,0.0,21.0,21.0,0.0,1809.0,1809.0,0.0,9.0,9.0,0.0,7.0,7.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,5.8,5.8,0.0,4.2,4.2,0.0,45.0,45.0,0.0,164.0,164.0,0.0,95.0,95.0,0.0,0.45,0.45,0.0,0.35,0.35,0.0,0.29,0.29,0.0,0.21,0.21,0.0,0.85,0.85,0.0,1021.0,1021.0,0.0,81.3,81.3,0.0,5028.0,5028.0,0.0,90.9,90.9,0.0,86.2,86.2,0.0,41.0,41.0,0.0,123.0,123.0,0.0,32.0,32.0,0.0,5.0,5.0,0.0,164.0,164.0,0.0,95.0,95.0,0.0,4.73,4.73,0.0,18.0,18.0,0.0,0.9,0.9,0.0,31.0,31.0,0.0,19.0,19.0,0.0,29.0,29.0,0.0,20.0,20.0,0.0,15.0,15.0,0.0,4.0,4.0,0.0,11.0,11.0,0.0,12.0,12.0,0.0,1464.0,1464.0,0.0,26.0,26.0,0.0,210.0,210.0,0.0,691.0,691.0,0.0,576.0,576.0,0.0,77.0,77.0,0.0,77.0,77.0,0.0,1026.0,1026.0,0.0,2279.0,2279.0,0.0,45.0,45.0,0.0,39.0,39.0,0.0,20.0,20.0,0.0,23.0,23.0,0.0,25.0,25.0,0.0,1125.0,1125.0,0.0,95.0,95.0,0.0,32.0,32.0,0.0,64.0,64.0,0.0,4.0,4.0,0.0,98.0,98.0,0.0,76.0,76.0,0.0,5.0,5.0,0.0,7.0,7.0,0.0
James Mcatee,22.55,22.55,0.0,14.0,14.0,0.0,2.0,2.0,0.0,304.0,304.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.8,2.8,0.0,0.3,0.3,0.0,7.0,7.0,0.0,6.0,6.0,0.0,26.0,26.0,0.0,0.89,0.89,0.0,0.0,0.0,0.0,0.83,0.83,0.0,0.1,0.1,0.0,1.18,1.18,0.0,86.0,86.0,0.0,78.9,78.9,0.0,226.0,226.0,0.0,85.5,85.5,0.0,88.1,88.1,0.0,2.0,2.0,0.0,7.0,7.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,3.0,3.0,0.0,0.89,0.89,0.0,1.0,1.0,0.0,0.3,0.3,0.0,4.0,4.0,0.0,2.0,2.0,0.0,7.0,7.0,0.0,6.0,6.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,2.0,2.0,0.0,151.0,151.0,0.0,2.0,2.0,0.0,17.0,17.0,0.0,60.0,60.0,0.0,75.0,75.0,0.0,20.0,20.0,0.0,7.0,7.0,0.0,83.0,83.0,0.0,189.0,189.0,0.0,7.0,7.0,0.0,5.0,5.0,0.0,1.0,1.0,0.0,5.0,5.0,0.0,1.0,1.0,0.0,108.0,108.0,0.0,26.0,26.0,0.0,5.0,5.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,8.0,8.0,0.0,2.0,2.0,0.0,3.0,3.0,0.0
James Milner,39.34,39.34,0.0,3.0,3.0,0.0,3.0,3.0,0.0,169.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.2,0.0,1.0,1.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.12,0.12,0.0,0.0,0.0,0.0,55.0,55.0,0.0,75.3,75.3,0.0,347.0,347.0,0.0,92.9,92.9,0.0,76.7,76.7,0.0,4.0,4.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,8.0,8.0,0.0,4.26,4.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,2.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,92.0,92.0,0.0,3.0,3.0,0.0,13.0,13.0,0.0,48.0,48.0,0.0,31.0,31.0,0.0,4.0,4.0,0.0,1.0,1.0,0.0,46.0,46.0,0.0,97.0,97.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,0.0,10.0,10.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
James Tarkowski,32.46,32.46,0.0,33.0,33.0,0.0,33.0,33.0,0.0,2922.0,2922.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,1.3,1.3,0.0,2.9,2.9,0.0,9.0,9.0,0.0,75.0,75.0,0.0,3.0,3.0,0.0,0.03,0.03,0.0,0.03,0.03,0.0,0.04,0.04,0.0,0.09,0.09,0.0,0.12,0.12,0.0,1045.0,1045.0,0.0,81.0,81.0,0.0,8229.0,8229.0,0.0,84.5,84.5,0.0,91.9,91.9,0.0,16.0,16.0,0.0,83.0,83.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,75.0,75.0,0.0,38.0,38.0,0.0,1.17,1.17,0.0,4.0,4.0,0.0,0.12,0.12,0.0,64.0,64.0,0.0,40.0,40.0,0.0,39.0,39.0,0.0,15.0,15.0,0.0,57.0,57.0,0.0,42.0,42.0,0.0,15.0,15.0,0.0,41.0,41.0,0.0,1706.0,1706.0,0.0,355.0,355.0,0.0,974.0,974.0,0.0,635.0,635.0,0.0,106.0,106.0,0.0,57.0,57.0,0.0,7.0,7.0,0.0,727.0,727.0,0.0,1943.0,1943.0,0.0,9.0,9.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,7.0,7.0,0.0,927.0,927.0,0.0,3.0,3.0,0.0,35.0,35.0,0.0,28.0,28.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,98.0,98.0,0.0,102.0,102.0,0.0,33.0,33.0,0.0
James Ward-Prowse,30.51,30.51,0.0,9.0,9.0,0.0,5.0,5.0,0.0,400.0,400.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.1,0.1,0.0,1.1,1.1,0.0,1.0,1.0,0.0,16.0,16.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.23,0.23,0.0,0.01,0.01,0.0,0.25,0.25,0.0,0.23,0.23,0.0,145.0,145.0,0.0,79.7,79.7,0.0,768.0,768.0,0.0,93.2,93.2,0.0,86.9,86.9,0.0,4.0,4.0,0.0,16.0,16.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,10.0,10.0,0.0,2.25,2.25,0.0,2.0,2.0,0.0,0.45,0.45,0.0,4.0,4.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,5.0,5.0,0.0,205.0,205.0,0.0,13.0,13.0,0.0,49.0,49.0,0.0,115.0,115.0,0.0,45.0,45.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,92.0,92.0,0.0,170.0,170.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,115.0,115.0,0.0,3.0,3.0,0.0,7.0,7.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,19.0,19.0,0.0,19.0,19.0,0.0,3.0,3.0,0.0,5.0,5.0,0.0
James Ward-Prowse,30.51,30.51,0.0,12.0,12.0,0.0,9.0,9.0,0.0,813.0,813.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,1.3,1.3,0.0,9.0,9.0,0.0,47.0,47.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.07,0.07,0.0,0.14,0.14,0.0,0.22,0.22,0.0,530.0,530.0,0.0,87.6,87.6,0.0,2549.0,2549.0,0.0,95.8,95.8,0.0,91.8,91.8,0.0,15.0,15.0,0.0,62.0,62.0,0.0,4.0,4.0,0.0,1.0,1.0,0.0,47.0,47.0,0.0,26.0,26.0,0.0,2.88,2.88,0.0,1.0,1.0,0.0,0.11,0.11,0.0,15.0,15.0,0.0,10.0,10.0,0.0,13.0,13.0,0.0,9.0,9.0,0.0,6.0,6.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,5.0,5.0,0.0,668.0,668.0,0.0,28.0,28.0,0.0,142.0,142.0,0.0,404.0,404.0,0.0,122.0,122.0,0.0,5.0,5.0,0.0,5.0,5.0,0.0,321.0,321.0,0.0,674.0,674.0,0.0,9.0,9.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,6.0,6.0,0.0,459.0,459.0,0.0,4.0,4.0,0.0,10.0,10.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,39.0,39.0,0.0,43.0,43.0,0.0,6.0,6.0,0.0,4.0,4.0,0.0
